21.940323,4.109697,441.755986,300.024793,-5.315166,-124.543129,-71.487601,-27.276819,-368.991749,486.753862,-434.437990,562.428337,734.552780,-735.985717,-119.190458,209.036923,1.846051,2.331861,256.170315,-208.878805
-62.015766,-36.105477,-246.641864,-184.610386,45.091530,257.944784,-206.520679,-344.502753,-445.637797,325.647704,238.772435,-158.275347,-4.528590,-212.362682,-389.596222,301.393039,44.395958,-173.918905,166.902450,-393.650615
115.036346,48.702922,499.581619,374.765736,-98.559420,21.797265,419.437319,630.894303,-690.556511,1145.217699,-190.402248,-63.246739,-421.532522,815.552644,126.386514,176.292576,35.326636,26.917646,168.156473,195.333210
-14.832735,-13.504689,-421.014212,-280.296701,-10.196422,454.756879,506.130429,405.628211,180.664646,-272.140200,177.689651,-209.604624,-837.755194,840.882538,170.867073,-274.927651,-31.866860,36.016384,-46.218718,-9.166942
14.083769,0.346388,190.042152,131.851494,-12.088158,86.743488,-24.711828,-3.607023,-551.313655,678.390132,161.689904,-271.895903,1347.629011,-1423.281559,-129.583289,198.536474,2.984971,-8.140046,-280.418107,336.880632
-58.707369,-34.520747,-45.013300,-51.080272,144.973057,-1313.014331,-62.564674,-207.499705,-218.465063,67.450191,-220.809564,493.051543,-1082.292272,961.595625,-181.967585,44.884833,-13.192613,-48.546005,-24.878883,-178.198423
-21.755367,-16.820647,-221.911520,-152.469482,50.049565,-370.395019,951.756437,789.669100,259.876621,-386.369517,-235.079497,404.566603,-1233.269217,1245.140716,105.928121,-212.568999,65.918959,-178.206392,-309.495317,248.380793
43.251318,14.317716,-143.789561,-75.528566,-68.878396,553.780744,261.114157,321.160420,-750.953902,1001.403889,-194.071252,153.802912,-633.984153,810.542881,44.948559,62.992545,-8.456834,46.016142,35.056529,97.862704
95.329175,39.263138,352.299850,270.388585,35.235244,-1751.225855,444.543056,607.443117,-530.664965,897.462500,-161.516526,-46.659646,741.317545,-503.756872,249.745523,-41.878423,41.070261,-5.464350,278.867486,11.618430
-98.602240,-53.630489,-186.741988,-159.800396,91.506497,51.206934,-95.168008,-329.896290,-342.280474,94.037758,-299.171948,723.465396,138.479693,-486.114688,-181.447312,-76.853129,-14.971163,-85.704496,-75.268466,-257.503688
87.470167,35.498654,-52.056916,2.115936,-77.889588,84.467440,-208.642251,2.500443,-91.187975,355.240353,-197.439796,28.199022,-700.504392,1026.657182,-160.684452,461.171042,31.500885,6.742590,119.459624,155.329505
158.007815,69.286362,-421.565711,-212.297588,-127.914874,-119.664898,-361.451402,29.907523,212.102978,208.651992,-321.371181,-1.623635,150.077564,338.903150,677.864333,-401.273732,31.761214,78.551356,263.379579,237.107897
-5.877806,-9.215256,-88.892423,-58.960000,-0.053388,176.921418,540.228584,457.151688,1550.985884,-1862.569786,-53.518660,96.559777,-48.235789,18.033082,-157.299979,173.540508,-47.714105,78.768921,57.551818,-89.919710
203.237117,90.951309,-213.723580,-58.112531,-142.178531,-522.623730,-211.313655,270.307873,83.081108,496.448597,-465.213817,71.856879,1060.366578,-495.891267,589.682143,-150.809116,94.087285,-7.064300,525.763894,108.231917
185.035205,82.232548,167.772012,184.861043,-89.199913,-1081.957890,320.253887,705.202911,405.234156,61.701654,-243.788516,-192.955734,335.957481,226.508179,-109.004350,690.908737,87.888696,-12.607203,-153.939893,772.046215
-14.563109,-13.375537,74.773211,44.931563,-73.505847,1418.017368,605.862747,495.823096,-237.667595,222.386109,334.439732,-435.877614,115.702080,-187.241849,216.371676,-332.527042,-25.211774,22.196762,121.996364,-187.569944
63.168374,23.858035,-175.950188,-88.741018,38.375048,-1357.743816,-539.419807,-351.279242,619.762143,-556.644955,-523.732689,569.248260,-182.814626,388.631087,-354.115738,635.743825,31.258578,-17.673869,-49.132612,254.007373
-177.364063,-91.357597,96.222191,-5.392851,179.078096,-205.242458,410.282163,-59.806415,-195.991389,-314.613892,446.115426,-116.241092,-1528.548066,1055.933775,-170.245931,-330.253821,-56.816359,-77.868540,-198.067720,-389.215563
-43.032969,-27.012671,204.194062,118.541427,35.219306,148.171726,634.512470,455.102014,162.864482,-335.630939,-45.387862,194.474912,-384.769883,259.963856,47.453563,-202.072588,-27.846067,-1.428964,-348.017814,218.499291
227.296566,102.475845,-149.382059,-6.403571,-173.761442,-370.478892,-1079.304666,-453.043659,532.185361,38.504107,-631.695611,240.355628,-251.808359,998.780015,207.339017,413.046987,71.707925,65.018770,373.478101,350.772836
15.578893,1.062556,136.247537,97.166038,-52.692269,686.391475,713.685010,663.007021,447.772895,-496.258291,-112.936556,118.730511,38.409653,-5.446431,222.920756,-249.461831,-23.206056,48.869226,207.587704,-178.304200
-54.590576,-32.548793,571.179210,354.627424,56.404382,-16.760828,-304.817658,-415.448489,74.105303,-265.507765,165.596418,-74.920054,-887.837229,765.169510,-62.647519,-95.801846,2.980283,-78.578843,162.284111,-363.971099
-53.038272,-31.805236,-203.493754,-152.764508,27.863970,397.846475,-1427.566101,-1420.120299,196.513198,-405.323057,158.132700,-68.763279,1354.020354,-1649.255054,26.296640,-205.275242,-61.292534,59.150572,-99.961825,-79.265143
29.480024,7.721232,-142.595801,-80.192469,-110.779528,1382.785239,-303.181292,-217.753471,505.500250,-522.735421,17.788717,-110.321127,6.977416,73.847432,-381.178984,568.251969,-3.109656,20.563111,-110.353513,206.940854
256.584402,116.504791,-161.967797,-3.073164,-255.606311,477.581151,-753.506287,-92.097869,513.315428,148.532002,-38.580213,-699.214403,189.835845,617.733027,503.721468,121.439438,75.340771,87.368561,346.789591,476.870764
-7.532971,-10.008084,-102.148909,-68.307822,101.341297,-1349.019373,-400.945930,-391.942330,-325.776712,347.438018,42.927164,-37.290097,-765.884325,787.142262,157.896404,-236.123448,-35.623209,51.461123,98.258863,-138.828306
43.271552,14.327408,-241.649010,-139.693677,-24.679601,-121.570681,-667.182595,-512.458127,296.012112,-234.171516,-52.719904,-49.584000,-304.714271,455.249360,-113.997853,267.105252,44.020451,-65.115849,-122.164525,265.513515
-194.396996,-99.516414,-177.930836,-191.910441,132.587862,738.623157,0.003014,-468.017341,358.033260,-1019.514485,138.150737,377.000134,-384.809615,-234.021526,-523.689401,71.797481,-71.071851,-65.146839,-125.345094,-523.521833
